date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:52:09	136133/136133	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:35:13%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/Ladonna-Bingham_640.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/Ladonna-Bingham_640.html	(from https://www.hopkinsmedicine.org/coronavirus/extraordinary-people/index.html)
20:52:09	168879/168879	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:35:13%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/Bethany-Peters_640.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/Bethany-Peters_640.html	(from https://www.hopkinsmedicine.org/coronavirus/extraordinary-people/index.html)
20:52:09	6234127/6234127	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:35:15%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/SHOHAM-shmuel.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/SHOHAM-shmuel.html	(from https://www.hopkinsmedicine.org/coronavirus/extraordinary-people/index.html)
20:52:09	171572/171572	------	200	untouched ('')	image/png	date:Sun,%2018%20Oct%202020%2014:35:15%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/community-thankyou_640.png	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/community-thankyou_640.html	(from https://www.hopkinsmedicine.org/coronavirus/extraordinary-people/index.html)
20:52:09	355105/355105	------	200	untouched ('')	image/png	date:Sun,%2018%20Oct%202020%2014:35:17%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/jh-team_640.png	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/jh-team_640.html	(from https://www.hopkinsmedicine.org/coronavirus/extraordinary-people/index.html)
20:52:09	60743/60743	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:35:18%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/Teira-Torbit_640.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/Teira-Torbit_640.html	(from https://www.hopkinsmedicine.org/coronavirus/extraordinary-people/index.html)
20:52:09	195600/195600	------	200	untouched ('')	image/png	date:Sun,%2018%20Oct%202020%2014:35:20%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/james-taylor-640_thumb.png	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/james-taylor-640_thumb.html	(from https://www.hopkinsmedicine.org/coronavirus/extraordinary-people/index.html)
20:52:09	136343/136343	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:35:20%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/Nisar-Yaseen_640.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/Nisar-Yaseen_640.html	(from https://www.hopkinsmedicine.org/coronavirus/extraordinary-people/index.html)
20:52:09	202569/202569	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:35:21%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/Rob-Grader_640.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/Rob-Grader_640.html	(from https://www.hopkinsmedicine.org/coronavirus/extraordinary-people/index.html)
20:52:09	207208/207208	------	200	untouched ('')	image/png	date:Sun,%2018%20Oct%202020%2014:35:22%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/lolita-moore-640_thumb.png	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/lolita-moore-640_thumb.html	(from https://www.hopkinsmedicine.org/coronavirus/extraordinary-people/index.html)
20:52:09	204554/204554	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:35:23%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/Annette-Jenkins_640.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/Annette-Jenkins_640.html	(from https://www.hopkinsmedicine.org/coronavirus/extraordinary-people/index.html)
20:52:09	191899/191899	------	200	untouched ('')	image/png	date:Sun,%2018%20Oct%202020%2014:35:23%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/danielle-hirsch-640_thumb.png	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/danielle-hirsch-640_thumb.html	(from https://www.hopkinsmedicine.org/coronavirus/extraordinary-people/index.html)
20:52:09	203580/203580	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:35:25%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/Roark-Nixon_640.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/Roark-Nixon_640.html	(from https://www.hopkinsmedicine.org/coronavirus/extraordinary-people/index.html)
20:52:09	163568/163568	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:35:26%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/Miriam-Zapeda_640.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/Miriam-Zapeda_640.html	(from https://www.hopkinsmedicine.org/coronavirus/extraordinary-people/index.html)
20:52:09	179884/179884	------	200	untouched ('')	image/png	date:Sun,%2018%20Oct%202020%2014:35:26%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/bruce-wright-640_thumb.png	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/bruce-wright-640_thumb.html	(from https://www.hopkinsmedicine.org/coronavirus/extraordinary-people/index.html)
20:52:09	250018/250018	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:35:27%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/Daliah-Halboni_640.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/Daliah-Halboni_640.html	(from https://www.hopkinsmedicine.org/coronavirus/extraordinary-people/index.html)
20:52:09	250971/250971	------	200	untouched ('')	image/png	date:Sun,%2018%20Oct%202020%2014:35:28%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/kimberly-kelly-640_thumb.png	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/kimberly-kelly-640_thumb.html	(from https://www.hopkinsmedicine.org/coronavirus/extraordinary-people/index.html)
20:52:09	375155/375155	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:35:29%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/Chrystal-Brown-Drive-Through-Testing_640.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/Chrystal-Brown-Drive-Through-Testing_640.html	(from https://www.hopkinsmedicine.org/coronavirus/extraordinary-people/index.html)
20:52:09	183271/183271	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:35:30%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/Dawn-Silver_640jpg.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/Dawn-Silver_640jpg.html	(from https://www.hopkinsmedicine.org/coronavirus/extraordinary-people/index.html)
20:52:09	179065/179065	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:35:32%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/Lynne-Lightfoote_640.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/extraordinary-people/Lynne-Lightfoote_640.html	(from https://www.hopkinsmedicine.org/coronavirus/extraordinary-people/index.html)
20:52:09	53/53	------	200	untouched ('OK')	text/css	etag:%2280f71eee1cced41:0%22	https://www.hopkinsmedicine.org/se/styles/mod/advancedforms/skins/none.css?version=9	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/se/styles/mod/advancedforms/skins/none29f9.html	(from https://www.hopkinsmedicine.org/coronavirus/newsletter)
20:52:09	248/248	------	200	untouched ('OK')	text/css	etag:%2280f71eee1cced41:0%22	https://www.hopkinsmedicine.org/se/styles/mod/advancedforms/skins/basic.css?version=9	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/se/styles/mod/advancedforms/skins/basic29f9.html	(from https://www.hopkinsmedicine.org/coronavirus/newsletter)
20:52:09	22234/22234	------	200	untouched ('')	application/javascript	etag:W/%2206186ed1cced41:0%22	https://www.hopkinsmedicine.org/se/js/mod/advancedforms/cfform.js	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/se/js/mod/advancedforms/cfform.html	(from https://www.hopkinsmedicine.org/coronavirus/newsletter)
20:52:09	50063/50063	------	200	untouched ('OK')	text/html	date:Sun,%2018%20Oct%202020%2015:04:05%20GMT	https://www.hopkinsmedicine.org/coronavirus/articles/	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/articles/index-2.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:09	30975/30975	------	200	untouched ('OK')	text/html	date:Sun,%2018%20Oct%202020%2015:04:05%20GMT	https://www.hopkinsmedicine.org/coronavirus/articles/screener-tool.html	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/articles/screener-tool.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:10	70030/70030	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:35:34%20GMT	https://www.hopkinsmedicine.org/coronavirus/articles/_images/self-screener-640x440.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/articles/_images/self-screener-640x440.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:10	28341/28341	------	200	untouched ('OK')	text/html	date:Sun,%2018%20Oct%202020%2015:04:07%20GMT	https://www.hopkinsmedicine.org/coronavirus/articles/lifeline-support-milestone.html	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/articles/lifeline-support-milestone.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:10	194793/194793	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:35:36%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/COVID-HCGH658-LIFELINE_640.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/COVID-HCGH658-LIFELINE_640.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:10	36952/36952	------	200	untouched ('OK')	text/html	date:Sun,%2018%20Oct%202020%2015:04:07%20GMT	https://www.hopkinsmedicine.org/coronavirus/articles/covid-test-update.html	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/articles/covid-test-update.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:10	89613/89613	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:35:37%20GMT	https://www.hopkinsmedicine.org/coronavirus/articles/_images/GettyImages-1212600168.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/articles/_images/GettyImages-1212600168.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:10	30853/30853	------	200	untouched ('OK')	text/html	date:Sun,%2018%20Oct%202020%2015:04:09%20GMT	https://www.hopkinsmedicine.org/coronavirus/articles/testing-communities.html	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/articles/testing-communities.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:10	482261/482261	------	200	untouched ('')	image/png	date:Sun,%2018%20Oct%202020%2014:35:39%20GMT	https://www.hopkinsmedicine.org/coronavirus/articles/_images/testing-sized.png	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/articles/_images/testing-sized.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:10	32989/32989	------	200	untouched ('OK')	text/html	date:Sun,%2018%20Oct%202020%2015:04:08%20GMT	https://www.hopkinsmedicine.org/coronavirus/articles/innovative-rehabilitation.html	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/articles/innovative-rehabilitation.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:10	80966/80966	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:35:40%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/pmr-covid-card.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/pmr-covid-card.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:10	33595/33595	------	200	untouched ('OK')	text/html	date:Sun,%2018%20Oct%202020%2015:04:09%20GMT	https://www.hopkinsmedicine.org/coronavirus/articles/treating-substance-use-disorder.html	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/articles/treating-substance-use-disorder.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:10	55310/55310	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:35:42%20GMT	https://www.hopkinsmedicine.org/coronavirus/articles/_images/addiction-telemedicine-hero-640x440.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/articles/_images/addiction-telemedicine-hero-640x440.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:10	34359/34359	------	200	untouched ('OK')	text/html	date:Sun,%2018%20Oct%202020%2015:04:10%20GMT	https://www.hopkinsmedicine.org/coronavirus/articles/dialysis-fluid.html	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/articles/dialysis-fluid.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:10	83863/83863	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:35:43%20GMT	https://www.hopkinsmedicine.org/coronavirus/articles/_images/Nephrologists-Chirag-Parikh-and-Derek-Fine-640x440.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/articles/_images/Nephrologists-Chirag-Parikh-and-Derek-Fine-640x440.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:10	33272/33272	------	200	untouched ('OK')	text/html	date:Sun,%2018%20Oct%202020%2015:04:12%20GMT	https://www.hopkinsmedicine.org/coronavirus/articles/stay-connected.html	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/articles/stay-connected.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:10	85202/85202	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:35:45%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/mychart-bedside-table-640x440.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/mychart-bedside-table-640x440.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:10	37532/37532	------	200	untouched ('OK')	text/html	date:Sun,%2018%20Oct%202020%2015:04:11%20GMT	https://www.hopkinsmedicine.org/coronavirus/articles/prone-team.html	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/articles/prone-team.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:10	91646/91646	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:35:46%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/COVID-19-Nursing-Prone-team-640x440.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/COVID-19-Nursing-Prone-team-640x440.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:10	34351/34351	------	200	untouched ('OK')	text/html	date:Sun,%2018%20Oct%202020%2015:04:14%20GMT	https://www.hopkinsmedicine.org/coronavirus/articles/go-team.html	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/articles/go-team.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:10	144072/144072	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:35:48%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/GO-TEAM-640x440.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/GO-TEAM-640x440.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:10	48623/48623	------	200	untouched ('OK')	text/html	date:Sun,%2018%20Oct%202020%2015:04:14%20GMT	https://www.hopkinsmedicine.org/coronavirus/articles/coronavirus-and-music.html	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/articles/coronavirus-and-music.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:10	137512/137512	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:35:49%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/coronavirus-concert.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/coronavirus-concert.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:10	33102/33102	------	200	untouched ('OK')	text/html	date:Sun,%2018%20Oct%202020%2015:04:16%20GMT	https://www.hopkinsmedicine.org/coronavirus/articles/lifeline-team.html	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/articles/lifeline-team.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:10	33893/33893	------	200	untouched ('OK')	text/html	date:Sun,%2018%20Oct%202020%2015:04:17%20GMT	https://www.hopkinsmedicine.org/coronavirus/articles/icu-recovery.html	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/articles/icu-recovery.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:10	21596/21596	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:35:52%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/COVID-ICU-illustration.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/COVID-ICU-illustration.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:10	34641/34641	------	200	untouched ('OK')	text/html	date:Sun,%2018%20Oct%202020%2015:04:17%20GMT	https://www.hopkinsmedicine.org/coronavirus/articles/health-of-staff.html	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/articles/health-of-staff.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:10	73052/73052	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:35:53%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/COVID-meditation.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/COVID-meditation.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:10	32144/32144	------	200	untouched ('OK')	text/html	date:Sun,%2018%20Oct%202020%2015:04:19%20GMT	https://www.hopkinsmedicine.org/coronavirus/articles/home-based-care.html	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/articles/home-based-care.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:10	95618/95618	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:35:55%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/KILEN-amy-640x440.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/KILEN-amy-640x440.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:10	33834/33834	------	200	untouched ('OK')	text/html	date:Sun,%2018%20Oct%202020%2015:04:24%20GMT	https://www.hopkinsmedicine.org/coronavirus/articles/all-hands-on-deck.html	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/articles/all-hands-on-deck.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:11	224778/224778	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:35:57%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/COVID-HCGH-3-Francisco-Ruiz-Todd-Heron-and-Babu-Varghese_640.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/COVID-HCGH-3-Francisco-Ruiz-Todd-Heron-and-Babu-Varghese_640.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:11	49190/49190	------	200	untouched ('OK')	text/html	date:Sun,%2018%20Oct%202020%2015:04:47%20GMT	https://www.hopkinsmedicine.org/coronavirus/articles/covid-19-recovery-unit.html	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/articles/covid-19-recovery-unit.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:11	65614/65614	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:35:59%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/ficke_james_640x440.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/ficke_james_640x440.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:11	142472/142472	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:35:59%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/students-zoom.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/students-zoom.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:11	54865/54865	------	200	untouched ('OK')	text/html	date:Sun,%2018%20Oct%202020%2015:04:48%20GMT	https://www.hopkinsmedicine.org/coronavirus/articles/timeline.html	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/articles/timeline.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:11	427924/427924	------	200	untouched ('')	image/png	date:Sun,%2018%20Oct%202020%2014:36:03%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/ww1_640x440.png	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/ww1_640x440.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:11	32060/32060	------	200	untouched ('OK')	text/html	date:Sun,%2018%20Oct%202020%2015:04:49%20GMT	https://www.hopkinsmedicine.org/coronavirus/articles/maternity-ward.html	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/articles/maternity-ward.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:11	89892/89892	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:36:05%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/Anita-and-baby_640.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/Anita-and-baby_640.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:11	64904/64904	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:36:06%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/red-blood-cells-640.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/red-blood-cells-640.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:11	34437/34437	------	200	untouched ('OK')	text/html	date:Sun,%2018%20Oct%202020%2015:04:51%20GMT	https://www.hopkinsmedicine.org/coronavirus/articles/face-shields.html	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/articles/face-shields.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:11	43203/43203	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:36:07%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/garet-howard.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/garet-howard.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:11	29794/29794	------	200	untouched ('OK')	text/html	date:Sun,%2018%20Oct%202020%2015:02:23%20GMT	https://www.hopkinsmedicine.org/coronavirus/articles/coronavirus-myths-rumors-misinformation.html	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/articles/coronavirus-myths-rumors-misinformation.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:11	102218/102218	------	200	untouched ('')	image/png	date:Sun,%2018%20Oct%202020%2014:36:08%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/woman-on-phone.png	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/woman-on-phone.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:11	38120/38120	------	200	untouched ('OK')	text/html	date:Sun,%2018%20Oct%202020%2015:02:22%20GMT	https://www.hopkinsmedicine.org/coronavirus/articles/vaccine-development.html	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/articles/vaccine-development.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:11	196858/196858	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:36:08%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/Wu_Hung_640.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/Wu_Hung_640.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:11	33819/33819	------	200	untouched ('OK')	text/html	date:Sun,%2018%20Oct%202020%2015:02:50%20GMT	https://www.hopkinsmedicine.org/coronavirus/articles/telemedicine.html	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/articles/telemedicine.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:11	159970/159970	------	200	untouched ('')	image/jpeg	date:Sun,%2018%20Oct%202020%2014:36:09%20GMT	https://www.hopkinsmedicine.org/coronavirus/_images/man-telemedicine640-1.jpg	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/_images/man-telemedicine640-1.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
20:52:11	36845/36845	------	200	untouched ('OK')	text/html	date:Sun,%2018%20Oct%202020%2015:02:50%20GMT	https://www.hopkinsmedicine.org/coronavirus/articles/screening-test.html	C:/My%20Web%20Sites/hariwebpage/www.hopkinsmedicine.org/coronavirus/articles/screening-test.html	(from https://www.hopkinsmedicine.org/coronavirus/articles/index.html)
